Wall time,Step,Value
1722678056.9473221,4,0.04525356367230415
1722678090.7089155,9,0.0668383240699768
1722678126.753356,14,0.02744184248149395
1722678161.6628997,19,0.024408122524619102
1722678200.1048791,24,0.2518126666545868
1722678237.7674139,29,0.011166535317897797
1722678276.7507052,34,0.021237898617982864
1722678310.5768566,39,0.12199652194976807
1722678345.7918591,44,0.0018880792194977403
1722678384.453742,49,0.006441192235797644
1722678419.5307586,54,0.008496293798089027
1722678457.5796804,59,0.007724463939666748
1722678494.7318754,64,0.07353609055280685
1722678531.0306993,69,0.007609410677105188
1722678565.508205,74,0.030482742935419083
1722678601.5377417,79,0.03764532878994942
1722678637.4891684,84,0.017408642917871475
1722678674.2565806,89,0.09987568855285645
1722678709.054715,94,2.6561267375946045
1722678744.6871388,99,0.16354675590991974
1722678781.2414694,104,0.19692234694957733
1722678819.8484113,109,0.06020218878984451
1722678858.7605712,114,0.044160064309835434
1722678900.1987092,119,0.020215407013893127
1722678936.3703158,124,0.026913797482848167
1722678971.512848,129,0.019955312833189964
1722679008.3226216,134,0.011241101659834385
1722679042.4957285,139,0.004251230042427778
1722679080.5137975,144,0.007334172260016203
1722679114.4876409,149,0.008164512924849987
1722679150.5766106,154,0.004949167370796204
1722679189.2297316,159,0.0058205281384289265
1722679223.1541436,164,0.0014943977585062385
1722679259.2322307,169,0.013918268494307995
1722679295.7106311,174,0.001970397075638175
1722679332.7916532,179,0.006720294244587421
1722679369.526509,184,0.20104928314685822
1722679407.1801221,189,0.02095222845673561
1722679441.9107509,194,0.04529577121138573
1722679477.8283477,199,0.009906184859573841
1722679512.2350883,204,0.07297947257757187
1722679548.5295808,209,0.014037683606147766
1722679587.1346679,214,0.04357979819178581
1722679623.8319821,219,0.10754811763763428
1722679659.8023727,224,0.006081725005060434
1722679698.6455035,229,0.04665714129805565
1722679735.2748487,234,0.04089922457933426
1722679773.274608,239,0.13378094136714935
1722679811.560633,244,0.008866927586495876
1722679850.2761934,249,0.0075169517658650875
1722679888.7555883,254,0.032766230404376984
