Wall time,Step,Value
1722678060.9886813,4,0.529129683971405
1722678093.3504705,9,0.4045270085334778
1722678126.4021592,14,0.4535706043243408
1722678164.445084,19,0.3316032588481903
1722678200.7999485,24,0.2720898985862732
1722678238.4757552,29,0.25289684534072876
1722678274.2481167,34,0.25350046157836914
1722678308.6573386,39,0.2791058123111725
1722678347.2060761,44,0.1867731809616089
1722678379.4054542,49,0.2071511596441269
1722678418.1103485,54,0.21043561398983002
1722678457.181671,59,0.1875762790441513
1722678498.2063837,64,0.22607190907001495
1722678536.239878,69,0.1985393911600113
1722678572.6229584,74,0.22933271527290344
1722678610.7053363,79,0.19031183421611786
1722678647.6069894,84,0.17367053031921387
1722678682.555818,89,0.19519339501857758
1722678718.413836,94,0.18501749634742737
1722678754.5379837,99,0.18386834859848022
1722678791.6401284,104,0.21211610734462738
1722678828.7521155,109,0.1866399347782135
1722678865.853474,114,0.21756723523139954
1722678903.6603782,119,0.17521046102046967
1722678940.740091,124,0.3692649006843567
1722678976.4186823,129,0.18842878937721252
1722679013.6802142,134,0.5962852835655212
1722679054.3968139,139,0.41675978899002075
1722679090.4546418,144,0.5469294786453247
1722679127.0047169,149,0.39403146505355835
1722679163.925237,154,0.387288361787796
1722679194.7568948,159,0.2942757308483124
1722679228.8398864,164,0.2115679234266281
1722679267.0996318,169,0.2642427086830139
1722679302.1826327,174,0.24027739465236664
1722679338.8344343,179,0.2120169848203659
1722679373.5626402,184,0.1881239414215088
1722679410.2951827,189,0.20325060188770294
1722679446.126281,194,0.23426221311092377
1722679482.421367,199,0.1677428036928177
1722679521.4179237,204,0.19699208438396454
1722679560.7970316,209,0.2231571525335312
1722679598.8763576,214,0.19020313024520874
1722679636.6553552,219,0.1898505836725235
1722679672.544118,224,0.22413411736488342
1722679708.8590424,229,0.1908634901046753
1722679747.927638,234,0.18452799320220947
1722679788.3866394,239,0.20214088261127472
1722679823.0941443,244,0.2031724452972412
1722679861.109902,249,0.17491135001182556
1722679899.9308648,254,0.1969229280948639
1722679938.4605243,259,0.198643758893013
1722679976.4195378,264,0.1973453313112259
1722680016.2936814,269,0.25661489367485046
1722680051.3421977,274,0.20299267768859863
1722680086.7595763,279,0.19952760636806488
1722680132.9824526,284,0.1858007311820984
1722680170.315034,289,0.2306073158979416
1722680207.8144124,294,0.2017875462770462
1722680242.0972848,299,0.23383517563343048
1722680279.9257364,304,0.2718375623226166
1722680317.2358005,309,0.17516472935676575
1722680357.679424,314,0.1941257268190384
1722680396.3237488,319,0.32542094588279724
1722680427.9772534,324,0.19738757610321045
1722680464.2280352,329,0.18932421505451202
1722680504.5714436,334,0.21715903282165527
1722680538.0701134,339,0.21936169266700745
1722680578.298645,344,0.19532012939453125
1722680612.4115024,349,0.22223801910877228
1722680652.2302797,354,0.2104618400335312
1722680692.6447017,359,0.2379741221666336
1722680733.16956,364,0.20148468017578125
1722680765.6821911,369,0.21356406807899475
1722680802.9677813,374,0.2917199730873108
1722680838.0324423,379,0.30525973439216614
1722680874.6607423,384,0.2103024572134018
1722680909.0030138,389,0.23108462989330292
1722680943.6057918,394,0.1956312507390976
1722680979.4521763,399,0.20507025718688965
1722681016.6454167,404,0.18966792523860931
1722681055.2975416,409,0.17907395958900452
1722681089.6969044,414,0.18164484202861786
1722681126.216228,419,0.19652138650417328
1722681161.5901492,424,0.18605780601501465
1722681199.3197277,429,0.19120542705059052
1722681238.837416,434,0.1838618516921997
1722681276.7671342,439,0.17523421347141266
1722681315.7968707,444,0.18701983988285065
1722681358.5555258,449,0.18505333364009857
1722681396.1920896,454,0.1908179521560669
1722681436.1829798,459,0.21187888085842133
1722681478.199304,464,0.23428264260292053
1722681516.9675548,469,0.2068239003419876
1722681557.2480857,474,0.1938752979040146
1722681594.7048113,479,0.18268899619579315
1722681633.0144691,484,0.19541606307029724
1722681674.571708,489,0.17951244115829468
1722681713.7435133,494,0.21759183704853058
1722681748.672405,499,0.19324679672718048
1722687328.9400396,504,0.3120555877685547
1722687363.9779706,509,0.2539021670818329
1722687399.2834058,514,0.20230884850025177
1722687436.9873958,519,0.1800185889005661
1722687470.286488,524,0.18459270894527435
1722687513.4515123,529,0.24100299179553986
1722687550.5814905,534,0.19265270233154297
1722687586.7841253,539,0.18487617373466492
1722687623.0100615,544,0.17656584084033966
1722687659.0337858,549,0.2044927328824997
1722687695.7726963,554,0.24137893319129944
1722687735.481968,559,0.18306921422481537
1722687771.7613766,564,0.17822039127349854
1722687809.162724,569,0.1813768446445465
1722687845.0950694,574,0.20216087996959686
1722687884.4749436,579,0.21548870205879211
1722687920.5782416,584,0.19558683037757874
1722687962.1702523,589,0.22937355935573578
1722687998.5261648,594,0.1995566338300705
1722688031.5648782,599,0.19885297119617462
1722688070.0952203,604,0.17847192287445068
1722688106.372633,609,0.19246959686279297
1722688142.5567656,614,0.18759818375110626
1722688181.1834285,619,0.3208417594432831
1722688218.1993885,624,0.20667362213134766
1722688253.5449858,629,0.2333311140537262
1722688287.6109684,634,0.21612787246704102
1722688322.071919,639,0.2097492218017578
1722688358.6765122,644,0.2155178040266037
1722688395.7290957,649,0.19551856815814972
1722688433.2894351,654,0.1972743570804596
1722688470.2468827,659,0.22162459790706635
1722688504.911021,664,0.21554513275623322
1722688540.404203,669,0.23533658683300018
1722688578.1719084,674,0.20359037816524506
1722688614.8759818,679,0.1996425837278366
1722688648.2645686,684,0.18292191624641418
1722688687.0651348,689,0.18219271302223206
1722688728.5365937,694,0.2039489597082138
1722688768.0350997,699,0.18291722238063812
1722688806.275028,704,0.17926958203315735
1722688843.8494072,709,0.18798881769180298
1722688880.0737712,714,0.1810920536518097
1722688915.7678668,719,0.16445831954479218
1722688952.2887673,724,0.28723159432411194
1722688988.0305746,729,0.03328758478164673
1722689025.2525856,734,0.617448627948761
1722689061.1927874,739,0.0270936731249094
1722689095.8873682,744,0.07375181466341019
1722689135.792296,749,0.020212247967720032
1722689172.6954327,754,0.031552571803331375
1722689206.9487581,759,0.018477916717529297
1722689239.758567,764,0.005869728978723288
1722689285.0615199,769,0.17945866286754608
1722689326.9004037,774,0.021456655114889145
1722689362.9325202,779,0.01184744294732809
1722689401.3358076,784,0.012446757405996323
1722689439.7737277,789,0.011875661090016365
1722689484.738331,794,0.019122827798128128
1722689526.4991283,799,0.02203233540058136
1722689564.4333327,804,0.006061669904738665
1722689599.799386,809,0.014438946731388569
1722689631.154163,814,0.028900980949401855
1722689668.1415858,819,0.01008519809693098
1722689705.226013,824,0.1634407341480255
1722689748.002045,829,0.03435814380645752
1722689788.028297,834,0.022866131737828255
1722689825.1390474,839,0.005332411732524633
1722689860.1903841,844,0.030068224295973778
1722689899.0612597,849,0.00937514565885067
1722689937.1350172,854,0.03867559880018234
1722689976.108786,859,0.009600461460649967
1722690012.696491,864,0.020534737035632133
1722690048.9607995,869,0.4175202548503876
1722690088.1504743,874,0.013849492184817791
1722690129.6612551,879,0.03714725375175476
1722690168.9491055,884,0.03328681364655495
1722690208.2154915,889,0.0359349250793457
1722690248.031656,894,0.030308837071061134
1722690286.5895042,899,0.02926664985716343
1722690327.0757225,904,0.018078727647662163
1722690362.7213895,909,0.01099789422005415
1722690398.98315,914,0.03896450996398926
1722690437.7418265,919,0.022743789479136467
1722690474.7473712,924,0.04721861705183983
1722690510.2898827,929,0.03839771822094917
1722690548.0236447,934,0.018441839143633842
1722690584.9531085,939,0.021669654175639153
1722690624.8539677,944,0.017243579030036926
1722690661.1286829,949,0.01259034313261509
1722690699.1262295,954,0.012338109314441681
1722690739.3659904,959,0.09402898699045181
1722690780.135437,964,0.02451479434967041
1722690815.9934313,969,0.0218533705919981
1722690851.115698,974,0.03525879234075546
1722690887.6242611,979,0.022845711559057236
1722690923.9785633,984,0.012507672421634197
1722690961.4815047,989,0.003589402884244919
1722690995.4266253,994,0.014827290549874306
1722691029.850473,999,0.036394815891981125
1722696680.3252819,1004,0.007635132875293493
1722696720.3840806,1009,0.016147298738360405
1722696759.9379587,1014,0.02412726916372776
1722696797.676417,1019,0.04623112082481384
1722696836.9000301,1024,0.0648851990699768
1722696876.4799435,1029,0.02652369998395443
1722696915.749575,1034,0.02077469974756241
