Wall time,Step,Value
1720200139.3586607,19,6.093362331390381
1720200331.358662,39,5.034100532531738
1720200523.3102603,59,3.0715627670288086
1720200717.3349562,79,5.157774925231934
1720200909.0574138,99,5.147626876831055
1720201101.2331982,119,5.852428436279297
1720201292.4039803,139,3.474364757537842
1720201483.514128,159,4.850508689880371
1720201675.8163488,179,3.093350887298584
1720201866.9168925,199,4.531623363494873
1720202058.844523,219,5.559736251831055
1720202252.4925604,239,3.762200117111206
1720202443.7900395,259,3.9207980632781982
1720202636.0820563,279,5.471312046051025
1720202827.94037,299,2.772136926651001
1720203019.7341094,319,2.901401996612549
1720203210.2352471,339,2.4251646995544434
1720203400.9676251,359,4.00168514251709
1720203593.510438,379,4.7619309425354
1720203786.8572583,399,5.013486862182617
1720203978.077472,419,5.9576849937438965
1720204170.6686714,439,3.3073151111602783
1720204361.759808,459,3.209007978439331
1720204565.6041682,479,3.35766863822937
1720204766.86419,499,5.155465602874756
1720204968.4730268,519,3.108130931854248
1720205173.075338,539,3.7281811237335205
1720205376.4718883,559,3.700573444366455
1720205579.0529644,579,3.659451484680176
1720205783.1481757,599,2.0628533363342285
1720205949.8945055,619,3.6180176734924316
1720206111.971775,639,3.0257837772369385
1720206275.3557737,659,2.5560543537139893
1720206467.240804,679,3.295638084411621
1720206659.9684982,699,3.8069913387298584
1720206851.3840268,719,2.8884756565093994
1720207044.4769592,739,2.541987895965576
1720207237.6402838,759,3.303943157196045
1720207428.503344,779,2.1889355182647705
1720207620.1597571,799,2.7438032627105713
1720207811.9771836,819,3.614804983139038
1720208002.5580823,839,5.389501094818115
1720208193.7686367,859,3.333195209503174
1720208383.1149557,879,4.162316799163818
1720208573.4319088,899,4.29557991027832
1720208763.7473776,919,3.9403626918792725
1720208954.0601733,939,4.306221008300781
1720209146.996639,959,3.321659564971924
1720209337.9592962,979,0.877638578414917
1720209527.473293,999,2.5098440647125244
1720209719.1555946,1019,2.975757598876953
1720209910.2384248,1039,2.510679244995117
1720210101.2487018,1059,1.8698267936706543
1720210291.6864376,1079,1.8416097164154053
1720210481.9008217,1099,2.965872049331665
1720210674.3666375,1119,2.4486212730407715
1720210863.8080919,1139,2.3552608489990234
1720211051.1626892,1159,1.8904446363449097
1720211241.2637968,1179,2.507657527923584
1720211431.405102,1199,3.0062155723571777
1720211620.3227668,1219,1.9548547267913818
1720211811.7385745,1239,2.315094470977783
1720212002.7001386,1259,3.933795690536499
1720212195.7669477,1279,2.367361545562744
1720212387.000484,1299,1.4271949529647827
1720212575.815658,1319,2.2927727699279785
1720212765.2506464,1339,2.4931812286376953
1720212958.49689,1359,2.470339775085449
1720213148.4131968,1379,3.4450650215148926
1720213335.8573544,1399,2.5733284950256348
1720213525.1514308,1419,1.920257806777954
1720213713.6185122,1439,2.901129961013794
1720213902.465448,1459,1.9026551246643066
1720214092.3734334,1479,2.2004828453063965
1720214285.6134982,1499,2.051072120666504
1720214484.6740468,1519,2.7069332599639893
1720214686.4951513,1539,4.075066566467285
1720218094.4182472,1559,2.617866277694702
1720218285.4961324,1579,1.3501598834991455
1720218476.0020397,1599,3.65189790725708
1720218665.297976,1619,2.2710940837860107
1720218856.623328,1639,2.1200146675109863
1720219046.9862294,1659,1.6299315690994263
1720219237.760401,1679,3.044036388397217
1720219428.2533681,1699,2.589977264404297
1720219619.3716896,1719,3.354369640350342
1720219811.011428,1739,2.5313806533813477
1720220000.692679,1759,3.7023823261260986
1720220191.5027983,1779,1.6075263023376465
1720220382.1769977,1799,3.1004345417022705
1720220575.0277863,1819,2.755450487136841
1720220765.701317,1839,2.495948553085327
1720220956.639199,1859,1.7881463766098022
1720221148.4730527,1879,3.580533266067505
1720221340.044545,1899,2.245044231414795
1720221530.9324725,1919,2.0944888591766357
1720221721.3679664,1939,3.5530004501342773
1720221911.7270799,1959,2.5146515369415283
1720222102.5901856,1979,2.449708938598633
1720222290.3714762,1999,1.1136988401412964
1720222481.3116767,2019,1.5792763233184814
1720222672.796191,2039,2.9999303817749023
1720222865.2174656,2059,3.4869704246520996
1720223057.276305,2079,2.3663482666015625
1720223247.1400273,2099,3.303884506225586
1720223439.908211,2119,2.2195398807525635
1720223630.2299943,2139,3.7719554901123047
1720223820.285051,2159,2.66603684425354
1720224011.2436125,2179,2.1760940551757812
1720224200.4426067,2199,1.5669833421707153
1720224400.3550127,2219,2.026930332183838
1720224601.1372304,2239,2.480132579803467
1720224799.4061692,2259,2.545199394226074
1720225000.421188,2279,1.4206457138061523
1720225201.5017715,2299,2.1351208686828613
1720225404.0877028,2319,1.8164262771606445
1720225603.061578,2339,2.007702350616455
1720225774.3919818,2359,1.2873833179473877
1720225934.4258738,2379,2.13714337348938
1720226095.885924,2399,1.3763110637664795
